market_id,question,first_trade_ms,last_trade_ms,trades,pnl_net,worst_trade,best_trade
1963867,"Bitcoin Up or Down - April 13, 7:25PM-7:30PM ET",1776122932570,1776122932570,1,3.054177,3.054177,3.054177
1987897,"Bitcoin Up or Down - April 15, 10:00PM-10:05PM ET",1776305067100,1776305067100,1,3.325345344,3.325345344,3.325345344
1992332,"Bitcoin Up or Down - April 16, 11:25AM-11:30AM ET",1776353311261,1776353311261,1,3.5942658400000003,3.5942658400000003,3.5942658400000003
1963922,"Bitcoin Up or Down - April 13, 7:35PM-7:40PM ET",1776123513394,1776123513394,1,3.5975167920000004,3.5975167920000004,3.5975167920000004
1993873,"Bitcoin Up or Down - April 16, 3:50PM-3:55PM ET",1776369197442,1776369197442,1,3.5975167920000004,3.5975167920000004,3.5975167920000004
1969960,"Bitcoin Up or Down - April 14, 11:10AM-11:15AM ET",1776179446044,1776179446044,1,3.7794698640000006,3.7794698640000006,3.7794698640000006
1993057,"Bitcoin Up or Down - April 16, 1:20PM-1:25PM ET",1776360235084,1776360235084,1,3.7955143200000006,3.7955143200000006,3.7955143200000006
1961993,"Bitcoin Up or Down - April 13, 4:00PM-4:05PM ET",1776110522537,1776110522537,1,4.199410960000001,4.199410960000001,4.199410960000001
1961849,"Bitcoin Up or Down - April 13, 3:35PM-3:40PM ET",1776108963314,1776108963314,1,4.285952,4.285952,4.285952
1993757,"Bitcoin Up or Down - April 16, 3:20PM-3:25PM ET",1776367447815,1776367447815,1,4.396964968000001,4.396964968000001,4.396964968000001
1958564,"Bitcoin Up or Down - April 13, 9:50AM-9:55AM ET",1776088237330,1776088237330,1,4.50342208,4.50342208,4.50342208
1992610,"Bitcoin Up or Down - April 16, 11:55AM-12:00PM ET",1776355114678,1776355114678,1,4.554617184,4.554617184,4.554617184
1982174,"Bitcoin Up or Down - April 15, 12:00PM-12:05PM ET",1776268886786,1776268886786,1,4.6049434399999996,4.6049434399999996,4.6049434399999996
1992647,"Bitcoin Up or Down - April 16, 12:00PM-12:05PM ET",1776355412197,1776355412197,1,5.196413144,5.196413144,5.196413144
1966933,"Bitcoin Up or Down - April 14, 3:00AM-3:05AM ET",1776150155627,1776150155627,1,5.36523264,5.36523264,5.36523264
1999063,"Bitcoin Up or Down - April 17, 9:20AM-9:25AM ET",1776432220703,1776432220703,1,6.108354,6.108354,6.108354
1992404,"Bitcoin Up or Down - April 16, 11:50AM-11:55AM ET",1776354827993,1776354827993,1,6.304790912,6.304790912,6.304790912
1969742,"Bitcoin Up or Down - April 14, 10:30AM-10:35AM ET",1776177225558,1776177225558,1,6.381275904000001,6.381275904000001,6.381275904000001
1984465,"Bitcoin Up or Down - April 15, 2:00PM-2:05PM ET",1776276126741,1776276126741,1,6.5037720000000006,6.5037720000000006,6.5037720000000006
1992688,"Bitcoin Up or Down - April 16, 12:10PM-12:15PM ET",1776356040399,1776356040399,1,6.7315314079999995,6.7315314079999995,6.7315314079999995
1986775,"Bitcoin Up or Down - April 15, 7:15PM-7:20PM ET",1776294926182,1776294926182,1,7.013376,7.013376,7.013376
1958790,"Bitcoin Up or Down - April 13, 10:05AM-10:10AM ET",1776089158470,1776089158470,1,7.7926400000000005,7.7926400000000005,7.7926400000000005
1991931,"Bitcoin Up or Down - April 16, 10:15AM-10:20AM ET",1776348954950,1776348954950,1,7.828403847999999,7.828403847999999,7.828403847999999
2043646,"Bitcoin Up or Down - April 22, 9:30AM-9:35AM ET",1776864749152,1776864749152,1,7.856,7.856,7.856
1959906,"Bitcoin Up or Down - April 13, 12:00PM-12:05PM ET",1776096097117,1776096097117,1,8.1743575996,8.1743575996,8.1743575996
1963550,"Bitcoin Up or Down - April 13, 6:45PM-6:50PM ET",1776120465928,1776120465928,1,8.19654528,8.19654528,8.19654528
2000366,"Bitcoin Up or Down - April 17, 12:15PM-12:20PM ET",1776442721316,1776442721316,1,8.19654528,8.19654528,8.19654528
1970046,"Bitcoin Up or Down - April 14, 11:20AM-11:25AM ET",1776180017161,1776180017161,1,8.793929936000001,8.793929936000001,8.793929936000001
1958674,"Bitcoin Up or Down - April 13, 10:00AM-10:05AM ET",1776088894814,1776088894814,1,8.80398,8.80398,8.80398
1958857,"Bitcoin Up or Down - April 13, 10:15AM-10:20AM ET",1776089845205,1776089845205,1,8.961536,8.961536,8.961536
1963738,"Bitcoin Up or Down - April 13, 7:10PM-7:15PM ET",1776121856338,1776121856338,1,9.475373381039999,9.475373381039999,9.475373381039999
1999395,"Bitcoin Up or Down - April 17, 10:05AM-10:10AM ET",1776434954414,1776434954414,1,9.593378112,9.593378112,9.593378112
1998183,"Bitcoin Up or Down - April 17, 5:40AM-5:45AM ET",1776418816865,1776418816865,1,9.670381224,9.670381224,9.670381224
1999048,"Bitcoin Up or Down - April 17, 9:15AM-9:20AM ET",1776431742700,1776431742700,1,10.792550376,10.792550376,10.792550376
1991285,"Bitcoin Up or Down - April 16, 8:10AM-8:15AM ET",1776341414494,1776341414494,1,10.909696,10.909696,10.909696
1974782,"Bitcoin Up or Down - April 14, 6:30PM-6:35PM ET",1776205885069,1776205885069,1,11.784,11.784,11.784
1988046,"Bitcoin Up or Down - April 15, 10:45PM-10:50PM ET",1776307562785,1776307562785,1,11.972852944,11.972852944,11.972852944
1968702,"Bitcoin Up or Down - April 14, 8:30AM-8:35AM ET",1776169803855,1776169803855,1,12.028404672,12.028404672,12.028404672
1998241,"Bitcoin Up or Down - April 17, 6:00AM-6:05AM ET",1776420090104,1776420090104,1,12.5295882,12.5295882,12.5295882
2013877,"Bitcoin Up or Down - April 19, 8:00AM-8:05AM ET",1776600162785,1776600162785,1,12.884631745119998,12.884631745119998,12.884631745119998
1969637,"Bitcoin Up or Down - April 14, 10:10AM-10:15AM ET",1776175802313,1776175802313,1,13.257,13.257,13.257
1969685,"Bitcoin Up or Down - April 14, 10:15AM-10:20AM ET",1776176272977,1776176272977,1,14.357870784000001,14.357870784000001,14.357870784000001
1998350,"Bitcoin Up or Down - April 17, 6:40AM-6:45AM ET",1776422583204,1776422583204,1,14.789791256,14.789791256,14.789791256
1992346,"Bitcoin Up or Down - April 16, 11:30AM-11:35AM ET",1776353561068,1776353561068,1,14.829840896,14.829840896,14.829840896
2001638,"Bitcoin Up or Down - April 17, 3:20PM-3:25PM ET",1776453822939,1776453822939,1,15.023476224,15.023476224,15.023476224
2036142,"Bitcoin Up or Down - April 21, 2:40PM-2:45PM ET",1776797022109,1776797022109,1,15.148795456,15.148795456,15.148795456
1998209,"Bitcoin Up or Down - April 17, 5:50AM-5:55AM ET",1776419558776,1776419558776,1,15.852588544000001,15.852588544000001,15.852588544000001
2048577,"Bitcoin Up or Down - April 22, 10:40PM-10:45PM ET",1776912252490,1776912252490,1,16.364544000000002,16.364544000000002,16.364544000000002
1992375,"Bitcoin Up or Down - April 16, 11:35AM-11:40AM ET",1776353878619,1776353910549,2,17.217584936,5.039293152,12.178291784
1992383,"Bitcoin Up or Down - April 16, 11:40AM-11:45AM ET",1776354162670,1776354210364,2,17.587859872000003,4.796689056,12.791170816000001
2041212,"Bitcoin Up or Down - April 22, 2:10AM-2:15AM ET",1776838437987,1776838437987,1,17.985708999999996,17.985708999999996,17.985708999999996
1998799,"Bitcoin Up or Down - April 17, 8:25AM-8:30AM ET",1776428776894,1776428776894,1,18.01368832,18.01368832,18.01368832
1999403,"Bitcoin Up or Down - April 17, 10:10AM-10:15AM ET",1776435008059,1776435008059,1,18.702336000000003,18.702336000000003,18.702336000000003
2048087,"Bitcoin Up or Down - April 22, 8:30PM-8:35PM ET",1776904315941,1776904315941,1,20.491363200000002,20.491363200000002,20.491363200000002
1999040,"Bitcoin Up or Down - April 17, 9:10AM-9:15AM ET",1776431437211,1776431437211,1,20.997054800000004,20.997054800000004,20.997054800000004
1999238,"Bitcoin Up or Down - April 17, 9:45AM-9:50AM ET",1776433573388,1776433573388,1,21.17947392,21.17947392,21.17947392
2034917,"Bitcoin Up or Down - April 21, 12:25PM-12:30PM ET",1776788910514,1776788910514,1,21.3369180288,21.3369180288,21.3369180288
2044272,"Bitcoin Up or Down - April 22, 11:25AM-11:30AM ET",1776871717393,1776871717393,1,21.416995896000003,21.416995896000003,21.416995896000003
2023596,"Bitcoin Up or Down - April 20, 11:15AM-11:20AM ET",1776698324213,1776698324213,1,23.560359927999997,23.560359927999997,23.560359927999997
2024011,"Bitcoin Up or Down - April 20, 11:55AM-12:00PM ET",1776700732620,1776700732620,1,23.560359927999997,23.560359927999997,23.560359927999997
2025211,"Bitcoin Up or Down - April 20, 3:10PM-3:15PM ET",1776712422565,1776712422565,1,24.768821439999996,24.768821439999996,24.768821439999996
2002582,"Bitcoin Up or Down - April 17, 7:35PM-7:40PM ET",1776469153026,1776469153026,1,25.035381888,25.035381888,25.035381888
2043832,"Bitcoin Up or Down - April 22, 10:00AM-10:05AM ET",1776866492615,1776866492615,1,25.219163648,25.219163648,25.219163648
2039324,"Bitcoin Up or Down - April 21, 8:40PM-8:45PM ET",1776818610376,1776818610376,1,25.854354432,25.854354432,25.854354432
1999069,"Bitcoin Up or Down - April 17, 9:25AM-9:30AM ET",1776432407365,1776432407365,1,26.557069000000002,26.557069000000002,26.557069000000002
2041446,"Bitcoin Up or Down - April 22, 3:10AM-3:15AM ET",1776842019045,1776842019045,1,26.570190271999998,26.570190271999998,26.570190271999998
1999467,"Bitcoin Up or Down - April 17, 10:30AM-10:35AM ET",1776436220442,1776436220442,1,29.179858424000003,29.179858424000003,29.179858424000003
1998924,"Bitcoin Up or Down - April 17, 8:50AM-8:55AM ET",1776430353827,1776430353827,1,29.699405824,29.699405824,29.699405824
2039663,"Bitcoin Up or Down - April 21, 10:30PM-10:35PM ET",1776825057857,1776825057857,1,32.57692932,32.57692932,32.57692932
2021100,"Bitcoin Up or Down - April 20, 3:25AM-3:30AM ET",1776669906792,1776669906792,1,34.287616,34.287616,34.287616
1999269,"Bitcoin Up or Down - April 17, 9:55AM-10:00AM ET",1776434207632,1776434207632,1,34.35801216,34.35801216,34.35801216
1999652,"Bitcoin Up or Down - April 17, 10:55AM-11:00AM ET",1776437784863,1776437784863,1,37.181743104,37.181743104,37.181743104
2000639,"Bitcoin Up or Down - April 17, 1:00PM-1:05PM ET",1776445381930,1776445381930,1,37.794304000000004,37.794304000000004,37.794304000000004
2000427,"Bitcoin Up or Down - April 17, 12:30PM-12:35PM ET",1776443572423,1776443572423,1,38.275798527999996,38.275798527999996,38.275798527999996
2047998,"Bitcoin Up or Down - April 22, 7:55PM-8:00PM ET",1776902120399,1776902310311,2,41.779119168,15.72224256,26.056876608
2046831,"Bitcoin Up or Down - April 22, 4:10PM-4:15PM ET",1776888602735,1776888810962,2,45.528650256,18.928556999999998,26.600093256
2039266,"Bitcoin Up or Down - April 21, 8:25PM-8:30PM ET",1776817710338,1776817710338,1,46.645,46.645,46.645
2001830,"Bitcoin Up or Down - April 17, 4:00PM-4:05PM ET",1776456063159,1776456063159,1,46.75584,46.75584,46.75584
2011709,"Bitcoin Up or Down - April 19, 12:40AM-12:45AM ET",1776573610650,1776573610650,1,55.286468336,55.286468336,55.286468336
2015584,"Bitcoin Up or Down - April 19, 12:55PM-1:00PM ET",1776617710739,1776617710739,1,58.986666,58.986666,58.986666
2000698,"Bitcoin Up or Down - April 17, 1:25PM-1:30PM ET",1776446872695,1776446872695,1,59.05322892000001,59.05322892000001,59.05322892000001
2034132,"Bitcoin Up or Down - April 21, 11:00AM-11:05AM ET",1776783707084,1776783824706,2,63.897136896,15.814769696,48.0823672
2025169,"Bitcoin Up or Down - April 20, 2:55PM-3:00PM ET",1776711377238,1776711377238,1,64.47973171199999,64.47973171199999,64.47973171199999
2011824,"Bitcoin Up or Down - April 19, 1:00AM-1:05AM ET",1776574946651,1776574946651,1,66.99812371200001,66.99812371200001,66.99812371200001
2021321,"Bitcoin Up or Down - April 20, 4:30AM-4:35AM ET",1776673946502,1776673946502,1,68.47206195200002,68.47206195200002,68.47206195200002
2021625,"Bitcoin Up or Down - April 20, 5:10AM-5:15AM ET",1776676334261,1776676334261,1,69.664510392,69.664510392,69.664510392
2025906,"Bitcoin Up or Down - April 20, 5:00PM-5:05PM ET",1776719010151,1776719010151,1,78.184630368,78.184630368,78.184630368
2039017,"Bitcoin Up or Down - April 21, 7:40PM-7:45PM ET",1776814820901,1776814820901,1,80.85224857599998,80.85224857599998,80.85224857599998
2031345,"Bitcoin Up or Down - April 21, 3:25AM-3:30AM ET",1776756305083,1776756305083,1,83.865307136,83.865307136,83.865307136
2034299,"Bitcoin Up or Down - April 21, 11:25AM-11:30AM ET",1776785117069,1776785117069,1,84.213992896,84.213992896,84.213992896
2023579,"Bitcoin Up or Down - April 20, 11:10AM-11:15AM ET",1776697882824,1776698062612,2,87.02908463199999,23.560359927999997,63.468724703999996
2039737,"Bitcoin Up or Down - April 21, 10:55PM-11:00PM ET",1776826525826,1776826525826,1,91.11069604800001,91.11069604800001,91.11069604800001
2031981,"Bitcoin Up or Down - April 21, 6:15AM-6:20AM ET",1776766645436,1776766645436,1,103.64667001600002,103.64667001600002,103.64667001600002
2035968,"Bitcoin Up or Down - April 21, 2:15PM-2:20PM ET",1776795395828,1776795395828,1,166.98810662696,166.98810662696,166.98810662696
2035746,"Bitcoin Up or Down - April 21, 1:25PM-1:30PM ET",1776792474469,1776792513514,2,214.79691815999996,71.584735992,143.21218216799997
